date,games_played,wins,losses,draws,win_rate,blitz_games,rapid_games,bullet_games,avg_user_rating,avg_opponent_rating,avg_rating_diff,first_game_hour_et,last_game_hour_et,weekday,is_weekend,month,month_name,year,week_start
2023-04-09,7,2,4,1,0.2857142857142857,3,4,0,839.2857142857143,827.4285714285714,11.857142857142858,0,20,Sunday,1,4,April,2023,2023-04-03
2023-04-10,2,1,1,0,0.5,0,2,0,1000.5,1032.5,-32.0,0,21,Monday,0,4,April,2023,2023-04-10
2023-04-11,1,1,0,0,1.0,0,1,0,1013.0,1007.0,6.0,12,12,Tuesday,0,4,April,2023,2023-04-10
2023-04-12,7,5,2,0,0.7142857142857143,0,7,0,1019.5714285714286,1012.4285714285714,7.142857142857143,1,20,Wednesday,0,4,April,2023,2023-04-10
2023-04-13,1,0,1,0,0.0,0,1,0,1029.0,1053.0,-24.0,19,19,Thursday,0,4,April,2023,2023-04-10
2023-04-14,2,1,1,0,0.5,0,2,0,1024.0,1010.0,14.0,18,20,Friday,0,4,April,2023,2023-04-10
2023-04-15,1,0,1,0,0.0,0,1,0,1020.0,1047.0,-27.0,20,20,Saturday,1,4,April,2023,2023-04-10
2023-04-16,2,1,1,0,0.5,0,2,0,1018.0,846.0,172.0,4,4,Sunday,1,4,April,2023,2023-04-10
2023-04-17,3,2,0,1,0.6666666666666666,3,0,0,631.3333333333334,640.3333333333334,-9.0,16,17,Monday,0,4,April,2023,2023-04-17
2023-04-18,6,4,1,1,0.6666666666666666,2,4,0,886.0,559.0,327.0,16,18,Tuesday,0,4,April,2023,2023-04-17
2023-04-19,15,8,5,2,0.5333333333333333,11,3,1,736.2666666666667,689.4666666666667,46.8,12,21,Wednesday,0,4,April,2023,2023-04-17
2023-04-20,9,4,4,1,0.4444444444444444,3,4,2,833.8888888888889,849.5555555555555,-15.666666666666666,12,23,Thursday,0,4,April,2023,2023-04-17
2023-04-21,4,0,3,1,0.0,2,1,1,767.75,611.5,156.25,15,18,Friday,0,4,April,2023,2023-04-17
2023-04-22,5,2,3,0,0.4,3,1,1,741.6,494.4,247.2,4,22,Saturday,1,4,April,2023,2023-04-17
2023-04-24,3,1,2,0,0.3333333333333333,2,0,1,668.0,665.6666666666666,2.3333333333333335,15,16,Monday,0,4,April,2023,2023-04-24
2023-04-25,2,1,0,1,0.5,0,2,0,999.0,964.0,35.0,15,16,Tuesday,0,4,April,2023,2023-04-24
2023-04-26,3,1,2,0,0.3333333333333333,0,1,2,791.6666666666666,683.0,108.66666666666667,15,18,Wednesday,0,4,April,2023,2023-04-24
2023-04-27,8,8,0,0,1.0,3,5,0,881.375,788.75,92.625,13,23,Thursday,0,4,April,2023,2023-04-24
2023-04-28,14,11,3,0,0.7857142857142857,2,3,9,780.2857142857143,721.1428571428571,59.142857142857146,0,23,Friday,0,4,April,2023,2023-04-24
2023-04-29,2,2,0,0,1.0,0,2,0,1056.0,713.0,343.0,20,20,Saturday,1,4,April,2023,2023-04-24
2023-04-30,1,0,1,0,0.0,0,1,0,1048.0,1078.0,-30.0,15,15,Sunday,1,4,April,2023,2023-04-24
2023-05-01,8,7,1,0,0.875,6,0,2,691.625,658.625,33.0,15,21,Monday,0,5,May,2023,2023-05-01
2023-05-02,8,7,0,1,0.875,4,1,3,749.625,529.25,220.375,15,21,Tuesday,0,5,May,2023,2023-05-01
2023-05-03,1,1,0,0,1.0,0,1,0,1065.0,1082.0,-17.0,1,1,Wednesday,0,5,May,2023,2023-05-01
2023-05-04,5,4,1,0,0.8,2,3,0,927.4,797.4,130.0,1,16,Thursday,0,5,May,2023,2023-05-01
2023-05-05,4,4,0,0,1.0,0,4,0,1073.0,612.25,460.75,15,17,Friday,0,5,May,2023,2023-05-01
2023-05-06,8,3,3,2,0.375,0,5,3,936.375,941.375,-5.0,0,2,Saturday,1,5,May,2023,2023-05-01
2023-05-07,3,0,3,0,0.0,0,3,0,1068.3333333333333,1103.3333333333333,-35.0,2,14,Sunday,1,5,May,2023,2023-05-01
2023-05-08,5,2,3,0,0.4,5,0,0,709.4,653.0,56.4,15,17,Monday,0,5,May,2023,2023-05-08
2023-05-09,3,3,0,0,1.0,0,2,1,941.6666666666666,414.6666666666667,527.0,15,16,Tuesday,0,5,May,2023,2023-05-08
2023-05-10,2,1,1,0,0.5,0,2,0,1058.0,1070.0,-12.0,13,13,Wednesday,0,5,May,2023,2023-05-08
2023-05-11,9,9,0,0,1.0,2,6,1,956.1111111111111,742.4444444444445,213.66666666666666,0,17,Thursday,0,5,May,2023,2023-05-08
2023-05-12,1,0,1,0,0.0,0,1,0,1078.0,1120.0,-42.0,14,14,Friday,0,5,May,2023,2023-05-08
2023-05-13,1,0,1,0,0.0,0,1,0,1070.0,1065.0,5.0,17,17,Saturday,1,5,May,2023,2023-05-08
2023-05-15,6,3,2,1,0.5,1,5,0,996.1666666666666,702.6666666666666,293.5,15,20,Monday,0,5,May,2023,2023-05-15
2023-05-16,1,0,1,0,0.0,0,1,0,1041.0,1103.0,-62.0,15,15,Tuesday,0,5,May,2023,2023-05-15
2023-05-17,1,0,0,1,0.0,0,1,0,1041.0,445.0,596.0,16,16,Wednesday,0,5,May,2023,2023-05-15
2023-05-18,3,1,2,0,0.3333333333333333,2,0,1,709.6666666666666,702.0,7.666666666666667,12,12,Thursday,0,5,May,2023,2023-05-15
2023-05-19,4,2,2,0,0.5,4,0,0,709.0,807.0,-98.0,14,16,Friday,0,5,May,2023,2023-05-15
2023-05-21,1,1,0,0,1.0,1,0,0,718.0,726.0,-8.0,17,17,Sunday,1,5,May,2023,2023-05-15
2023-05-24,1,0,1,0,0.0,0,1,0,1033.0,1037.0,-4.0,17,17,Wednesday,0,5,May,2023,2023-05-22
2023-05-30,1,0,1,0,0.0,1,0,0,709.0,695.0,14.0,15,15,Tuesday,0,5,May,2023,2023-05-29
2023-06-16,1,0,1,0,0.0,1,0,0,701.0,741.0,-40.0,15,15,Friday,0,6,June,2023,2023-06-12
2023-06-24,2,2,0,0,1.0,2,0,0,714.0,695.5,18.5,14,15,Saturday,1,6,June,2023,2023-06-19
2023-07-01,1,0,1,0,0.0,1,0,0,711.0,751.0,-40.0,15,15,Saturday,1,7,July,2023,2023-06-26
2023-07-02,2,1,1,0,0.5,0,2,0,1028.0,1016.0,12.0,14,14,Sunday,1,7,July,2023,2023-06-26
2023-07-07,1,0,1,0,0.0,0,1,0,1023.0,1045.0,-22.0,13,13,Friday,0,7,July,2023,2023-07-03
2023-07-28,2,1,1,0,0.5,2,0,0,708.5,748.5,-40.0,20,21,Friday,0,7,July,2023,2023-07-24
2023-08-01,7,2,4,1,0.2857142857142857,7,0,0,692.5714285714286,708.5714285714286,-16.0,2,23,Tuesday,0,8,August,2023,2023-07-31
2023-08-02,4,3,1,0,0.75,4,0,0,704.75,711.75,-7.0,2,18,Wednesday,0,8,August,2023,2023-07-31
2023-08-03,1,1,0,0,1.0,1,0,0,723.0,688.0,35.0,14,14,Thursday,0,8,August,2023,2023-07-31
2023-08-04,8,5,3,0,0.625,4,3,1,831.875,822.75,9.125,2,15,Friday,0,8,August,2023,2023-07-31
2023-08-05,20,13,7,0,0.65,4,4,12,775.7,763.9,11.8,0,21,Saturday,1,8,August,2023,2023-07-31
2023-08-06,5,3,0,2,0.6,3,2,0,869.4,873.8,-4.4,1,13,Sunday,1,8,August,2023,2023-07-31
2023-08-07,3,2,1,0,0.6666666666666666,2,1,0,856.3333333333334,859.0,-2.6666666666666665,0,18,Monday,0,8,August,2023,2023-08-07
2023-08-08,3,1,2,0,0.3333333333333333,1,2,0,958.0,968.0,-10.0,12,20,Tuesday,0,8,August,2023,2023-08-07
2023-08-09,2,2,0,0,1.0,1,1,0,915.5,876.0,39.5,1,1,Wednesday,0,8,August,2023,2023-08-07
2023-08-10,2,1,1,0,0.5,1,1,0,912.0,802.0,110.0,0,15,Thursday,0,8,August,2023,2023-08-07
2023-08-11,3,1,2,0,0.3333333333333333,0,3,0,1068.6666666666667,1069.3333333333333,-0.6666666666666666,1,21,Friday,0,8,August,2023,2023-08-07
2023-08-12,20,14,5,1,0.7,12,4,4,817.95,791.75,26.2,15,23,Saturday,1,8,August,2023,2023-08-07
2023-08-13,13,5,6,2,0.38461538461538464,9,4,0,866.3846153846154,877.0,-10.615384615384615,1,13,Sunday,1,8,August,2023,2023-08-07
2023-08-15,24,15,7,2,0.625,0,1,23,784.25,775.4166666666666,8.833333333333334,0,1,Tuesday,0,8,August,2023,2023-08-14
2023-08-16,2,2,0,0,1.0,1,0,1,785.5,488.5,297.0,12,12,Wednesday,0,8,August,2023,2023-08-14
2023-08-17,3,1,0,2,0.3333333333333333,1,2,0,988.0,913.0,75.0,1,12,Thursday,0,8,August,2023,2023-08-14
2023-08-19,1,1,0,0,1.0,0,1,0,1106.0,1044.0,62.0,13,13,Saturday,1,8,August,2023,2023-08-14
2023-08-20,1,0,1,0,0.0,0,1,0,1099.0,1147.0,-48.0,13,13,Sunday,1,8,August,2023,2023-08-14
2023-08-21,1,0,1,0,0.0,0,0,1,804.0,429.0,375.0,12,12,Monday,0,8,August,2023,2023-08-21
2023-08-24,1,1,0,0,1.0,1,0,0,767.0,548.0,219.0,16,16,Thursday,0,8,August,2023,2023-08-21
2023-08-27,1,0,0,1,0.0,0,1,0,1098.0,1077.0,21.0,14,14,Sunday,1,8,August,2023,2023-08-21
2023-08-29,3,2,1,0,0.6666666666666666,0,3,0,1104.3333333333333,1107.0,-2.6666666666666665,11,18,Tuesday,0,8,August,2023,2023-08-28
2023-08-30,4,4,0,0,1.0,0,4,0,1126.75,1118.5,8.25,11,19,Wednesday,0,8,August,2023,2023-08-28
2023-09-01,5,4,1,0,0.8,1,3,1,994.4,762.6,231.8,1,21,Friday,0,9,September,2023,2023-08-28
2023-09-02,3,3,0,0,1.0,0,3,0,1156.0,1161.6666666666667,-5.666666666666667,18,21,Saturday,1,9,September,2023,2023-08-28
2023-09-03,14,6,4,4,0.42857142857142855,13,1,0,798.5714285714286,789.7142857142857,8.857142857142858,15,17,Sunday,1,9,September,2023,2023-08-28
2023-09-04,4,4,0,0,1.0,0,4,0,1192.5,1176.25,16.25,12,15,Monday,0,9,September,2023,2023-09-04
2023-09-06,2,2,0,0,1.0,0,1,1,1011.5,972.0,39.5,1,13,Wednesday,0,9,September,2023,2023-09-04
2023-09-07,1,1,0,0,1.0,0,1,0,1221.0,1239.0,-18.0,22,22,Thursday,0,9,September,2023,2023-09-04
2023-09-08,2,1,0,1,0.5,2,0,0,776.5,762.0,14.5,12,12,Friday,0,9,September,2023,2023-09-04
2023-09-25,2,2,0,0,1.0,0,2,0,1232.0,1188.0,44.0,21,23,Monday,0,9,September,2023,2023-09-25
2023-09-27,2,1,1,0,0.5,0,2,0,1240.0,1246.5,-6.5,0,22,Wednesday,0,9,September,2023,2023-09-25
2023-09-30,1,0,1,0,0.0,0,0,1,802.0,852.0,-50.0,14,14,Saturday,1,9,September,2023,2023-09-25
2023-10-05,2,0,1,1,0.0,2,0,0,781.0,498.0,283.0,16,17,Thursday,0,10,October,2023,2023-10-02
2023-10-20,1,0,1,0,0.0,0,1,0,1228.0,1282.0,-54.0,18,18,Friday,0,10,October,2023,2023-10-16
2023-10-21,1,0,0,1,0.0,1,0,0,781.0,565.0,216.0,17,17,Saturday,1,10,October,2023,2023-10-16
2023-10-23,1,0,1,0,0.0,1,0,0,781.0,565.0,216.0,12,12,Monday,0,10,October,2023,2023-10-23
2023-10-25,1,1,0,0,1.0,0,1,0,1228.0,541.0,687.0,15,15,Wednesday,0,10,October,2023,2023-10-23
2023-11-07,2,1,1,0,0.5,0,0,2,802.0,591.0,211.0,16,17,Tuesday,0,11,November,2023,2023-11-06
2023-12-03,1,1,0,0,1.0,0,1,0,1240.0,1195.0,45.0,21,21,Sunday,1,12,December,2023,2023-11-27
2023-12-04,4,4,0,0,1.0,0,4,0,1240.0,138.0,1102.0,2,4,Monday,0,12,December,2023,2023-12-04
2023-12-05,1,0,0,1,0.0,0,1,0,1238.0,1193.0,45.0,2,2,Tuesday,0,12,December,2023,2023-12-04
2023-12-06,2,2,0,0,1.0,0,2,0,1238.0,100.0,1138.0,4,5,Wednesday,0,12,December,2023,2023-12-04
2023-12-07,1,1,0,0,1.0,0,1,0,1250.0,1224.0,26.0,3,3,Thursday,0,12,December,2023,2023-12-04
2023-12-08,5,1,4,0,0.2,3,2,0,951.4,978.8,-27.4,3,20,Friday,0,12,December,2023,2023-12-04
2023-12-09,6,0,5,1,0.0,4,2,0,888.1666666666666,855.6666666666666,32.5,17,22,Saturday,1,12,December,2023,2023-12-04
2023-12-10,6,4,2,0,0.6666666666666666,3,3,0,976.1666666666666,890.3333333333334,85.83333333333333,3,16,Sunday,1,12,December,2023,2023-12-04
2023-12-11,4,2,1,1,0.5,2,0,2,742.5,451.0,291.5,13,21,Monday,0,12,December,2023,2023-12-11
2023-12-12,6,4,2,0,0.6666666666666666,5,0,1,693.1666666666666,603.3333333333334,89.83333333333333,1,14,Tuesday,0,12,December,2023,2023-12-11
2023-12-15,1,1,0,0,1.0,1,0,0,679.0,565.0,114.0,14,14,Friday,0,12,December,2023,2023-12-11
2023-12-21,2,1,1,0,0.5,1,0,1,744.0,565.0,179.0,3,3,Thursday,0,12,December,2023,2023-12-18
2024-01-01,1,0,1,0,0.0,0,1,0,1272.0,445.0,827.0,5,5,Monday,0,1,January,2024,2024-01-01
2024-01-09,2,2,0,0,1.0,0,2,0,1272.0,445.0,827.0,3,3,Tuesday,0,1,January,2024,2024-01-08
2024-01-17,1,1,0,0,1.0,0,1,0,1284.0,1234.0,50.0,21,21,Wednesday,0,1,January,2024,2024-01-15
2024-01-19,2,1,1,0,0.5,2,0,0,679.0,390.0,289.0,18,18,Friday,0,1,January,2024,2024-01-15
2024-01-20,2,0,2,0,0.0,0,2,0,1265.5,1303.0,-37.5,3,3,Saturday,1,1,January,2024,2024-01-15
2024-01-23,1,0,0,1,0.0,1,0,0,679.0,565.0,114.0,2,2,Tuesday,0,1,January,2024,2024-01-22
2024-02-06,2,2,0,0,1.0,1,1,0,969.5,491.0,478.5,18,18,Tuesday,0,2,February,2024,2024-02-05
2024-02-08,1,1,0,0,1.0,1,0,0,679.0,430.0,249.0,16,16,Thursday,0,2,February,2024,2024-02-05
2024-02-09,1,1,0,0,1.0,0,1,0,1260.0,285.0,975.0,16,16,Friday,0,2,February,2024,2024-02-05
2024-02-10,1,0,1,0,0.0,1,0,0,679.0,565.0,114.0,17,17,Saturday,1,2,February,2024,2024-02-05
2024-02-11,2,1,1,0,0.5,0,2,0,1267.0,1273.0,-6.0,15,16,Sunday,1,2,February,2024,2024-02-05
2024-02-14,1,1,0,0,1.0,0,1,0,1274.0,1254.0,20.0,1,1,Wednesday,0,2,February,2024,2024-02-12
2024-03-04,1,0,1,0,0.0,0,1,0,1260.0,1296.0,-36.0,0,0,Monday,0,3,March,2024,2024-03-04
2024-03-08,1,1,0,0,1.0,0,1,0,1275.0,1260.0,15.0,16,16,Friday,0,3,March,2024,2024-03-04
2024-03-19,1,0,0,1,0.0,1,0,0,681.0,709.0,-28.0,13,13,Tuesday,0,3,March,2024,2024-03-18
2024-03-22,1,0,1,0,0.0,0,0,1,766.0,475.0,291.0,15,15,Friday,0,3,March,2024,2024-03-18
2024-03-24,2,1,1,0,0.5,0,2,0,1267.0,1259.0,8.0,13,14,Sunday,1,3,March,2024,2024-03-18
2024-03-25,3,2,1,0,0.6666666666666666,1,2,0,1077.3333333333333,790.6666666666666,286.6666666666667,0,19,Monday,0,3,March,2024,2024-03-25
2024-03-26,2,1,1,0,0.5,0,2,0,1255.5,1286.0,-30.5,1,12,Tuesday,0,3,March,2024,2024-03-25
2024-03-27,4,1,2,1,0.25,0,4,0,1259.75,1087.0,172.75,12,23,Wednesday,0,3,March,2024,2024-03-25
2024-03-28,4,3,1,0,0.75,0,4,0,1257.25,920.25,337.0,14,23,Thursday,0,3,March,2024,2024-03-25
2024-03-29,3,2,1,0,0.6666666666666666,3,0,0,708.3333333333334,697.0,11.333333333333334,23,23,Friday,0,3,March,2024,2024-03-25
2024-03-30,4,3,1,0,0.75,1,3,0,1127.0,1127.5,-0.5,12,15,Saturday,1,3,March,2024,2024-03-25
2024-04-02,1,0,1,0,0.0,0,1,0,1260.0,1280.0,-20.0,15,15,Tuesday,0,4,April,2024,2024-04-01
2024-04-03,32,18,13,1,0.5625,0,8,24,923.34375,913.625,9.71875,12,20,Wednesday,0,4,April,2024,2024-04-01
2024-04-04,4,1,3,0,0.25,1,3,0,1139.0,1053.25,85.75,2,19,Thursday,0,4,April,2024,2024-04-01
2024-04-06,3,1,2,0,0.3333333333333333,0,3,0,1267.0,1258.0,9.0,2,3,Saturday,1,4,April,2024,2024-04-01
2024-04-07,8,4,4,0,0.5,7,0,1,714.5,596.625,117.875,2,23,Sunday,1,4,April,2024,2024-04-01
2024-04-10,1,1,0,0,1.0,1,0,0,684.0,646.0,38.0,20,20,Wednesday,0,4,April,2024,2024-04-08
2024-04-11,3,2,1,0,0.6666666666666666,0,3,0,1263.6666666666667,1255.0,8.666666666666666,0,1,Thursday,0,4,April,2024,2024-04-08
2024-04-13,2,1,1,0,0.5,0,2,0,1263.0,1288.0,-25.0,16,16,Saturday,1,4,April,2024,2024-04-08
2024-04-15,1,0,0,1,0.0,1,0,0,684.0,565.0,119.0,22,22,Monday,0,4,April,2024,2024-04-15
2024-04-16,5,3,2,0,0.6,1,0,4,788.8,572.6,216.2,2,20,Tuesday,0,4,April,2024,2024-04-15
2024-04-17,1,1,0,0,1.0,1,0,0,684.0,430.0,254.0,16,16,Wednesday,0,4,April,2024,2024-04-15
2024-04-18,1,1,0,0,1.0,0,1,0,1274.0,1214.0,60.0,1,1,Thursday,0,4,April,2024,2024-04-15
2024-04-19,2,0,2,0,0.0,2,0,0,671.0,564.5,106.5,0,18,Friday,0,4,April,2024,2024-04-15
2024-04-21,7,1,4,2,0.14285714285714285,0,7,0,1260.2857142857142,1254.7142857142858,5.571428571428571,2,21,Sunday,1,4,April,2024,2024-04-15
2024-04-22,4,1,3,0,0.25,0,4,0,1232.5,1241.75,-9.25,4,20,Monday,0,4,April,2024,2024-04-22
2024-04-24,2,1,1,0,0.5,0,1,1,1023.0,1036.0,-13.0,0,19,Wednesday,0,4,April,2024,2024-04-22
2024-04-25,2,2,0,0,1.0,1,1,0,960.5,847.5,113.0,15,19,Thursday,0,4,April,2024,2024-04-22
2024-04-26,2,1,1,0,0.5,1,1,0,964.5,822.0,142.5,13,20,Friday,0,4,April,2024,2024-04-22
2024-04-27,3,3,0,0,1.0,0,3,0,1275.3333333333333,1274.6666666666667,0.6666666666666666,1,16,Saturday,1,4,April,2024,2024-04-22
2024-04-28,11,7,3,1,0.6363636363636364,8,3,0,840.8181818181819,827.5454545454545,13.272727272727273,16,21,Sunday,1,4,April,2024,2024-04-22
2024-04-29,4,4,0,0,1.0,4,0,0,677.25,558.0,119.25,2,20,Monday,0,4,April,2024,2024-04-29
2024-04-30,8,1,6,1,0.125,7,1,0,748.25,752.75,-4.5,0,19,Tuesday,0,4,April,2024,2024-04-29
2024-05-01,1,1,0,0,1.0,0,1,0,1301.0,119.0,1182.0,0,0,Wednesday,0,5,May,2024,2024-04-29
2024-05-02,2,1,1,0,0.5,0,0,2,798.0,793.5,4.5,19,19,Thursday,0,5,May,2024,2024-04-29
2024-05-04,4,3,1,0,0.75,4,0,0,666.0,665.25,0.75,18,19,Saturday,1,5,May,2024,2024-04-29
2024-05-06,1,1,0,0,1.0,1,0,0,674.0,647.0,27.0,0,0,Monday,0,5,May,2024,2024-05-06
2024-05-07,3,1,1,1,0.3333333333333333,2,1,0,878.6666666666666,836.3333333333334,42.333333333333336,4,15,Tuesday,0,5,May,2024,2024-05-06
2024-05-09,2,0,2,0,0.0,2,0,0,650.0,653.0,-3.0,18,18,Thursday,0,5,May,2024,2024-05-06
2024-05-10,10,5,4,1,0.5,0,0,10,796.9,783.6,13.3,16,16,Friday,0,5,May,2024,2024-05-06
2024-05-13,5,4,1,0,0.8,0,0,5,829.4,810.2,19.2,17,17,Monday,0,5,May,2024,2024-05-13
2024-05-27,2,2,0,0,1.0,2,0,0,646.0,531.0,115.0,0,0,Monday,0,5,May,2024,2024-05-27
2024-06-17,1,0,1,0,0.0,1,0,0,646.0,464.0,182.0,10,10,Monday,0,6,June,2024,2024-06-17
2024-07-29,2,2,0,0,1.0,0,2,0,1309.0,100.0,1209.0,18,18,Monday,0,7,July,2024,2024-07-29
2025-05-09,3,1,2,0,0.3333333333333333,3,0,0,636.6666666666666,637.0,-0.3333333333333333,4,4,Friday,0,5,May,2025,2025-05-05
2025-05-26,10,9,1,0,0.9,4,0,6,761.1,483.1,278.0,4,15,Monday,0,5,May,2025,2025-05-26
2025-05-29,2,1,1,0,0.5,2,0,0,686.0,693.5,-7.5,12,12,Thursday,0,5,May,2025,2025-05-26
2025-06-04,4,4,0,0,1.0,1,1,2,912.5,355.5,557.0,16,20,Wednesday,0,6,June,2025,2025-06-02
2025-06-07,10,7,3,0,0.7,3,0,7,777.8,579.3,198.5,6,19,Saturday,1,6,June,2025,2025-06-02
2025-06-08,1,1,0,0,1.0,1,0,0,697.0,671.0,26.0,17,17,Sunday,1,6,June,2025,2025-06-02
2025-06-14,26,14,11,1,0.5384615384615384,21,0,5,727.7692307692307,722.0384615384615,5.730769230769231,2,20,Saturday,1,6,June,2025,2025-06-09
2025-06-15,80,47,30,3,0.5875,17,0,63,802.6,498.675,303.925,5,18,Sunday,1,6,June,2025,2025-06-09
2025-06-16,9,5,4,0,0.5555555555555556,9,0,0,792.1111111111111,790.8888888888889,1.2222222222222223,2,15,Monday,0,6,June,2025,2025-06-16
2025-06-17,9,4,5,0,0.4444444444444444,9,0,0,803.4444444444445,798.4444444444445,5.0,15,22,Tuesday,0,6,June,2025,2025-06-16
2025-06-18,17,10,7,0,0.5882352941176471,17,0,0,822.7058823529412,815.1176470588235,7.588235294117647,1,23,Wednesday,0,6,June,2025,2025-06-16
2025-06-19,12,7,5,0,0.5833333333333334,12,0,0,836.0,828.5833333333334,7.416666666666667,0,22,Thursday,0,6,June,2025,2025-06-16
2025-06-21,7,5,2,0,0.7142857142857143,7,0,0,855.5714285714286,840.8571428571429,14.714285714285714,19,23,Saturday,1,6,June,2025,2025-06-16
2025-06-22,5,5,0,0,1.0,5,0,0,883.4,876.6,6.8,1,2,Sunday,1,6,June,2025,2025-06-16
2025-06-23,2,1,1,0,0.5,2,0,0,896.0,900.5,-4.5,4,4,Monday,0,6,June,2025,2025-06-23
2025-07-22,1,1,0,0,1.0,1,0,0,900.0,541.0,359.0,0,0,Tuesday,0,7,July,2025,2025-07-21
2025-08-13,1,0,1,0,0.0,0,1,0,1309.0,1205.0,104.0,7,7,Wednesday,0,8,August,2025,2025-08-11
2025-08-14,1,1,0,0,1.0,1,0,0,908.0,884.0,24.0,6,6,Thursday,0,8,August,2025,2025-08-11
2025-09-02,3,2,1,0,0.6666666666666666,3,0,0,908.0,961.0,-53.0,2,2,Tuesday,0,9,September,2025,2025-09-01
2025-09-06,2,1,0,1,0.5,2,0,0,908.0,936.0,-28.0,0,0,Saturday,1,9,September,2025,2025-09-01
